日付,時間帯,商品カテゴリ,売上
2020-06-26,10:00:00,カフェ,0
2020-06-26,10:00:00,入場料,2400
2020-06-26,12:00:00,入場料,2400
2020-06-26,13:00:00,物販,300
2020-06-26,14:00:00,イベント,2000
2020-06-26,14:00:00,カフェ,8000
2020-06-26,14:00:00,入場料,7200
2020-06-26,15:00:00,物販,300
2020-06-26,16:00:00,イベント,800
2020-06-26,16:00:00,カフェ,3200
2020-06-26,16:00:00,入場料,2400
2020-06-26,17:00:00,イベント,200
2020-06-26,17:00:00,カフェ,600
2020-06-26,17:00:00,入場料,600
2020-06-27,07:00:00,入場料,0
2020-06-27,09:00:00,入場料,7800
2020-06-27,10:00:00,入場料,1200
2020-06-27,11:00:00,入場料,600
2020-06-27,12:00:00,イベント,400
2020-06-27,12:00:00,カフェ,3600
2020-06-27,12:00:00,入場料,6000
2020-06-27,13:00:00,カフェ,0
2020-06-27,13:00:00,入場料,3000
2020-06-27,14:00:00,イベント,400
2020-06-27,14:00:00,カフェ,1600
2020-06-27,14:00:00,入場料,5600
2020-06-27,15:00:00,イベント,1000
2020-06-27,15:00:00,カフェ,4000
2020-06-27,15:00:00,入場料,6000
2020-06-27,16:00:00,イベント,400
2020-06-27,16:00:00,カフェ,1600
2020-06-27,16:00:00,入場料,3600
2020-06-27,17:00:00,イベント,1200
2020-06-27,17:00:00,カフェ,4600
2020-06-27,17:00:00,入場料,8400
2020-06-28,09:00:00,入場料,9200
2020-06-28,10:00:00,イベント,400
2020-06-28,10:00:00,カフェ,3600
2020-06-28,10:00:00,入場料,4200
2020-06-28,11:00:00,カフェ,0
2020-06-28,11:00:00,入場料,600
2020-06-28,12:00:00,カフェ,0
2020-06-28,12:00:00,入場料,4200
2020-06-28,13:00:00,入場料,1200
2020-06-28,14:00:00,イベント,400
2020-06-28,14:00:00,カフェ,1600
2020-06-28,14:00:00,入場料,1200
2020-06-28,15:00:00,イベント,400
2020-06-28,15:00:00,カフェ,1600
2020-06-28,15:00:00,入場料,4200
2020-06-28,16:00:00,カフェ,0
2020-06-28,16:00:00,入場料,1200
2020-06-28,17:00:00,イベント,3800
2020-06-28,17:00:00,カフェ,13800
2020-06-28,17:00:00,入場料,9000
2020-06-29,09:00:00,カフェ,0
2020-06-29,09:00:00,入場料,1200
2020-06-29,10:00:00,イベント,800
2020-06-29,10:00:00,カフェ,3200
2020-06-29,10:00:00,入場料,1200
2020-06-29,11:00:00,カフェ,0
2020-06-29,12:00:00,イベント,200
2020-06-29,12:00:00,カフェ,800
2020-06-29,12:00:00,入場料,1800
2020-06-29,13:00:00,イベント,200
2020-06-29,13:00:00,カフェ,800
2020-06-29,13:00:00,入場料,2400
2020-06-29,14:00:00,イベント,400
2020-06-29,14:00:00,カフェ,1800
2020-06-29,14:00:00,入場料,1200
2020-06-29,14:00:00,物販,600
2020-06-29,15:00:00,イベント,400
2020-06-29,15:00:00,カフェ,1200
2020-06-29,15:00:00,入場料,3600
2020-06-29,16:00:00,カフェ,0
2020-06-29,16:00:00,入場料,1800
2020-06-29,18:00:00,イベント,2400
2020-06-29,18:00:00,カフェ,9400
2020-06-29,18:00:00,入場料,19600
2020-06-30,07:00:00,入場料,600
2020-06-30,09:00:00,カフェ,600
2020-06-30,09:00:00,入場料,1200
2020-06-30,10:00:00,カフェ,0
2020-06-30,11:00:00,入場料,600
2020-06-30,12:00:00,イベント,200
2020-06-30,12:00:00,カフェ,800
2020-06-30,12:00:00,入場料,3000
2020-06-30,15:00:00,イベント,600
2020-06-30,15:00:00,カフェ,1800
2020-06-30,15:00:00,入場料,60800
2020-06-30,15:00:00,撮影料,30000
2020-07-01,08:00:00,イベント,2000
2020-07-01,08:00:00,カフェ,14400
2020-07-01,08:00:00,入場料,22400
2020-07-01,09:00:00,入場料,0
2020-07-01,10:00:00,カフェ,0
2020-07-01,11:00:00,イベント,400
2020-07-01,11:00:00,カフェ,1600
2020-07-01,11:00:00,入場料,1200
2020-07-01,12:00:00,イベント,200
2020-07-01,12:00:00,カフェ,800
2020-07-01,12:00:00,入場料,600
2020-07-01,13:00:00,イベント,400
2020-07-01,13:00:00,カフェ,1600
2020-07-01,13:00:00,入場料,1900
2020-07-01,14:00:00,イベント,1400
2020-07-01,14:00:00,カフェ,5600
2020-07-01,14:00:00,入場料,7200
2020-07-01,15:00:00,カフェ,0
2020-07-01,15:00:00,入場料,600
2020-07-01,16:00:00,カフェ,0
2020-07-01,17:00:00,イベント,2600
2020-07-01,17:00:00,カフェ,10400
2020-07-01,17:00:00,入場料,16000
2020-07-01,17:00:00,物販,600
2020-07-02,09:00:00,入場料,3000
2020-07-02,11:00:00,カフェ,0
2020-07-02,11:00:00,入場料,1200
2020-07-02,12:00:00,イベント,1600
2020-07-02,12:00:00,カフェ,6400
2020-07-02,12:00:00,入場料,8600
2020-07-02,13:00:00,イベント,200
2020-07-02,13:00:00,カフェ,6000
2020-07-02,13:00:00,入場料,4200
2020-07-02,14:00:00,カフェ,2000
2020-07-02,14:00:00,入場料,1200
2020-07-02,15:00:00,カフェ,0
2020-07-02,15:00:00,入場料,600
2020-07-02,16:00:00,イベント,1000
2020-07-02,16:00:00,カフェ,4000
2020-07-02,16:00:00,入場料,11500
2020-07-02,16:00:00,物販,400
2020-07-02,17:00:00,入場料,0
2020-07-03,09:00:00,カフェ,3000
2020-07-03,09:00:00,入場料,3000
2020-07-03,10:00:00,イベント,200
2020-07-03,10:00:00,カフェ,800
2020-07-03,10:00:00,入場料,1200
2020-07-03,10:00:00,物販,150
2020-07-03,12:00:00,イベント,200
2020-07-03,12:00:00,カフェ,800
2020-07-03,12:00:00,入場料,1200
2020-07-03,13:00:00,入場料,1200
2020-07-03,14:00:00,イベント,400
2020-07-03,14:00:00,カフェ,2800
2020-07-03,14:00:00,入場料,2400
2020-07-03,15:00:00,イベント,400
2020-07-03,15:00:00,カフェ,1600
2020-07-03,15:00:00,入場料,3000
2020-07-03,16:00:00,イベント,600
2020-07-03,16:00:00,カフェ,2400
2020-07-03,16:00:00,入場料,3600
2020-07-03,17:00:00,イベント,2800
2020-07-03,17:00:00,カフェ,11200
2020-07-03,17:00:00,入場料,12600
2020-07-04,10:00:00,カフェ,0
2020-07-04,10:00:00,入場料,1800
2020-07-04,12:00:00,カフェ,0
2020-07-04,13:00:00,イベント,600
2020-07-04,13:00:00,カフェ,2400
2020-07-04,13:00:00,入場料,3000
2020-07-04,14:00:00,イベント,800
2020-07-04,14:00:00,カフェ,3200
2020-07-04,14:00:00,入場料,12200
2020-07-04,14:00:00,物販,100
2020-07-04,15:00:00,イベント,600
2020-07-04,15:00:00,カフェ,2400
2020-07-04,15:00:00,入場料,3000
2020-07-04,16:00:00,カフェ,0
2020-07-04,17:00:00,イベント,3000
2020-07-04,17:00:00,カフェ,12000
2020-07-04,17:00:00,入場料,13300
2020-07-04,17:00:00,物販,600
2020-07-05,09:00:00,カフェ,0
2020-07-05,09:00:00,入場料,500
2020-07-05,10:00:00,イベント,600
2020-07-05,10:00:00,カフェ,2400
2020-07-05,10:00:00,入場料,4800
2020-07-05,11:00:00,イベント,200
2020-07-05,11:00:00,カフェ,800
2020-07-05,11:00:00,入場料,10200
2020-07-05,11:00:00,物販,730
2020-07-05,12:00:00,イベント,600
2020-07-05,12:00:00,カフェ,2400
2020-07-05,12:00:00,入場料,4800
2020-07-05,13:00:00,イベント,400
2020-07-05,13:00:00,カフェ,1600
2020-07-05,13:00:00,入場料,4200
2020-07-05,13:00:00,物販,50
2020-07-05,14:00:00,イベント,200
2020-07-05,14:00:00,カフェ,800
2020-07-05,14:00:00,入場料,2400
2020-07-05,15:00:00,イベント,200
2020-07-05,15:00:00,カフェ,800
2020-07-05,15:00:00,入場料,7800
2020-07-05,16:00:00,イベント,400
2020-07-05,16:00:00,カフェ,1600
2020-07-05,16:00:00,入場料,1200
2020-07-05,17:00:00,イベント,1400
2020-07-05,17:00:00,カフェ,5600
2020-07-05,17:00:00,入場料,12000
2020-07-05,18:00:00,イベント,800
2020-07-05,18:00:00,カフェ,3200
2020-07-05,18:00:00,入場料,14500
2020-07-06,09:00:00,イベント,200
2020-07-06,09:00:00,カフェ,800
2020-07-06,09:00:00,入場料,1200
2020-07-06,10:00:00,イベント,800
2020-07-06,10:00:00,カフェ,3200
2020-07-06,10:00:00,入場料,2400
2020-07-06,10:00:00,物販,1200
2020-07-06,11:00:00,カフェ,0
2020-07-06,14:00:00,カフェ,0
2020-07-06,14:00:00,入場料,600
2020-07-06,15:00:00,イベント,200
2020-07-06,15:00:00,カフェ,800
2020-07-06,15:00:00,入場料,2400
2020-07-06,16:00:00,カフェ,0
2020-07-06,16:00:00,物販,600
2020-07-06,17:00:00,イベント,400
2020-07-06,17:00:00,カフェ,1600
2020-07-06,17:00:00,入場料,1200
2020-07-06,18:00:00,入場料,1200
2020-07-07,10:00:00,カフェ,0
2020-07-07,12:00:00,イベント,200
2020-07-07,12:00:00,カフェ,800
2020-07-07,12:00:00,入場料,1800
2020-07-07,13:00:00,入場料,3000
2020-07-07,14:00:00,入場料,2400
2020-07-07,14:00:00,物販,1000
2020-07-07,15:00:00,入場料,1200
2020-07-07,16:00:00,イベント,400
2020-07-07,16:00:00,カフェ,1600
2020-07-07,16:00:00,入場料,6200
2020-07-07,17:00:00,イベント,200
2020-07-07,17:00:00,カフェ,800
2020-07-07,17:00:00,入場料,3000
2020-07-08,11:00:00,入場料,1200
2020-07-08,12:00:00,イベント,400
2020-07-08,12:00:00,カフェ,1600
2020-07-08,12:00:00,入場料,1200
2020-07-08,13:00:00,イベント,400
2020-07-08,13:00:00,カフェ,2800
2020-07-08,13:00:00,入場料,1200
2020-07-08,14:00:00,入場料,600
2020-07-08,15:00:00,イベント,400
2020-07-08,15:00:00,カフェ,1600
2020-07-08,15:00:00,入場料,1200
2020-07-08,16:00:00,イベント,400
2020-07-08,16:00:00,カフェ,1600
2020-07-08,16:00:00,入場料,1800
2020-07-08,17:00:00,イベント,400
2020-07-08,17:00:00,カフェ,1600
2020-07-08,17:00:00,入場料,1800
2020-07-09,09:00:00,入場料,1200
2020-07-09,10:00:00,入場料,1200
2020-07-09,11:00:00,カフェ,0
2020-07-09,11:00:00,入場料,1200
2020-07-09,11:00:00,物販,300
2020-07-09,12:00:00,カフェ,2000
2020-07-09,12:00:00,入場料,1200
2020-07-09,13:00:00,カフェ,1200
2020-07-09,17:00:00,イベント,1200
2020-07-09,17:00:00,カフェ,7800
2020-07-09,17:00:00,入場料,14400
2020-07-10,09:00:00,入場料,4800
2020-07-10,10:00:00,カフェ,800
2020-07-10,11:00:00,カフェ,0
2020-07-10,12:00:00,カフェ,0
2020-07-10,13:00:00,カフェ,0
2020-07-10,13:00:00,入場料,2400
2020-07-10,14:00:00,イベント,200
2020-07-10,14:00:00,カフェ,800
2020-07-10,14:00:00,入場料,3600
2020-07-10,15:00:00,イベント,400
2020-07-10,15:00:00,カフェ,1600
2020-07-10,15:00:00,入場料,2400
2020-07-10,17:00:00,イベント,3200
2020-07-10,17:00:00,カフェ,18000
2020-07-10,17:00:00,入場料,11600
2020-07-11,09:00:00,カフェ,0
2020-07-11,10:00:00,イベント,400
2020-07-11,10:00:00,カフェ,1600
2020-07-11,10:00:00,入場料,2400
2020-07-11,10:00:00,物販,400
2020-07-11,11:00:00,カフェ,0
2020-07-11,11:00:00,入場料,4800
2020-07-11,12:00:00,カフェ,0
2020-07-11,13:00:00,イベント,1000
2020-07-11,13:00:00,カフェ,4000
2020-07-11,13:00:00,入場料,4200
2020-07-11,13:00:00,物販,2900
2020-07-11,14:00:00,カフェ,0
2020-07-11,14:00:00,入場料,1800
2020-07-11,15:00:00,イベント,1000
2020-07-11,15:00:00,カフェ,4000
2020-07-11,15:00:00,入場料,1800
2020-07-11,16:00:00,イベント,400
2020-07-11,16:00:00,カフェ,800
2020-07-11,16:00:00,入場料,2400
2020-07-11,17:00:00,イベント,5800
2020-07-11,17:00:00,カフェ,24000
2020-07-11,17:00:00,入場料,29400
2020-07-11,17:00:00,物販,1200
2020-07-12,09:00:00,カフェ,0
2020-07-12,09:00:00,入場料,9800
2020-07-12,10:00:00,カフェ,0
2020-07-12,10:00:00,入場料,600
2020-07-12,11:00:00,イベント,400
2020-07-12,11:00:00,カフェ,1600
2020-07-12,11:00:00,入場料,1200
2020-07-12,12:00:00,カフェ,0
2020-07-12,12:00:00,入場料,2400
2020-07-12,13:00:00,入場料,2400
2020-07-12,14:00:00,入場料,1200
2020-07-12,15:00:00,イベント,400
2020-07-12,15:00:00,カフェ,1600
2020-07-12,15:00:00,入場料,1200
2020-07-12,16:00:00,入場料,1200
2020-07-12,17:00:00,イベント,2600
2020-07-12,17:00:00,カフェ,10400
2020-07-12,17:00:00,入場料,19800
2020-07-12,17:00:00,物販,600
2020-07-13,12:00:00,入場料,1200
2020-07-13,13:00:00,入場料,200
2020-07-13,14:00:00,入場料,1200
2020-07-13,15:00:00,入場料,0
2020-07-13,17:00:00,入場料,1800
2020-07-14,10:00:00,イベント,400
2020-07-14,10:00:00,カフェ,1600
2020-07-14,10:00:00,入場料,1800
2020-07-14,11:00:00,カフェ,0
2020-07-14,12:00:00,入場料,600
2020-07-14,13:00:00,イベント,400
2020-07-14,13:00:00,カフェ,1600
2020-07-14,13:00:00,入場料,4900
2020-07-14,14:00:00,カフェ,0
2020-07-14,14:00:00,入場料,600
2020-07-14,15:00:00,カフェ,0
2020-07-14,16:00:00,イベント,200
2020-07-14,16:00:00,カフェ,800
2020-07-14,16:00:00,入場料,3000
2020-07-14,16:00:00,物販,50
2020-07-14,17:00:00,イベント,1400
2020-07-14,17:00:00,カフェ,5600
2020-07-14,17:00:00,入場料,7200
2020-07-15,10:00:00,入場料,1800
2020-07-15,11:00:00,入場料,1200
2020-07-15,12:00:00,イベント,200
2020-07-15,12:00:00,カフェ,800
2020-07-15,12:00:00,入場料,1800
2020-07-15,13:00:00,イベント,600
2020-07-15,13:00:00,カフェ,2400
2020-07-15,13:00:00,入場料,2400
2020-07-15,14:00:00,カフェ,0
2020-07-15,14:00:00,入場料,0
2020-07-15,15:00:00,入場料,600
2020-07-15,16:00:00,カフェ,0
2020-07-15,17:00:00,イベント,1600
2020-07-15,17:00:00,カフェ,6400
2020-07-15,17:00:00,入場料,10200
2020-07-15,17:00:00,物販,1850
2020-07-15,18:00:00,カフェ,1000
2020-07-15,18:00:00,入場料,6000
2020-07-16,10:00:00,入場料,2400
2020-07-16,11:00:00,入場料,600
2020-07-16,12:00:00,イベント,400
2020-07-16,12:00:00,カフェ,1600
2020-07-16,12:00:00,入場料,2400
2020-07-16,13:00:00,カフェ,0
2020-07-16,13:00:00,入場料,1800
2020-07-16,14:00:00,カフェ,0
2020-07-16,15:00:00,カフェ,0
2020-07-16,15:00:00,入場料,600
2020-07-16,16:00:00,カフェ,2000
2020-07-16,16:00:00,入場料,1200
2020-07-16,16:00:00,物販,50
2020-07-16,17:00:00,イベント,1400
2020-07-16,17:00:00,カフェ,5600
2020-07-16,17:00:00,入場料,14400
2020-07-17,11:00:00,カフェ,0
2020-07-17,11:00:00,入場料,1200
2020-07-17,12:00:00,カフェ,0
2020-07-17,12:00:00,物販,360
2020-07-17,13:00:00,カフェ,0
2020-07-17,13:00:00,入場料,1200
2020-07-17,14:00:00,カフェ,0
2020-07-17,14:00:00,入場料,600
2020-07-17,15:00:00,イベント,400
2020-07-17,15:00:00,カフェ,1600
2020-07-17,15:00:00,入場料,2400
2020-07-17,16:00:00,カフェ,0
2020-07-17,17:00:00,イベント,600
2020-07-17,17:00:00,カフェ,2400
2020-07-17,17:00:00,入場料,2400
2020-07-17,18:00:00,イベント,1800
2020-07-17,18:00:00,カフェ,7200
2020-07-17,18:00:00,入場料,15500
2020-07-17,18:00:00,物販,600
2020-07-18,09:00:00,カフェ,0
2020-07-18,10:00:00,カフェ,0
2020-07-18,10:00:00,入場料,2400
2020-07-18,11:00:00,カフェ,0
2020-07-18,11:00:00,入場料,2400
2020-07-18,12:00:00,入場料,5400
2020-07-18,13:00:00,イベント,200
2020-07-18,13:00:00,カフェ,800
2020-07-18,13:00:00,入場料,3300
2020-07-18,14:00:00,イベント,200
2020-07-18,14:00:00,カフェ,800
2020-07-18,14:00:00,入場料,1200
2020-07-18,15:00:00,カフェ,0
2020-07-18,16:00:00,イベント,800
2020-07-18,16:00:00,カフェ,3200
2020-07-18,16:00:00,入場料,3000
2020-07-18,17:00:00,イベント,5600
2020-07-18,17:00:00,カフェ,22400
2020-07-18,17:00:00,入場料,38600
2020-07-18,20:00:00,イベント,130000
2020-07-18,21:00:00,物販,1200
2020-07-19,09:00:00,カフェ,0
2020-07-19,10:00:00,入場料,1800
2020-07-19,11:00:00,カフェ,0
2020-07-19,11:00:00,入場料,1800
2020-07-19,12:00:00,イベント,400
2020-07-19,12:00:00,カフェ,1600
2020-07-19,12:00:00,入場料,6000
2020-07-19,13:00:00,カフェ,0
2020-07-19,13:00:00,入場料,3000
2020-07-19,14:00:00,カフェ,0
2020-07-19,14:00:00,入場料,3000
2020-07-19,14:00:00,物販,3820
2020-07-19,15:00:00,イベント,800
2020-07-19,15:00:00,カフェ,3200
2020-07-19,15:00:00,入場料,4800
2020-07-19,16:00:00,イベント,600
2020-07-19,16:00:00,カフェ,2400
2020-07-19,16:00:00,入場料,2300
2020-07-19,17:00:00,イベント,2800
2020-07-19,17:00:00,カフェ,11200
2020-07-19,17:00:00,入場料,21900
2020-07-19,17:00:00,物販,1800
2020-07-20,09:00:00,イベント,400
2020-07-20,09:00:00,カフェ,1600
2020-07-20,09:00:00,入場料,1200
2020-07-20,10:00:00,カフェ,0
2020-07-20,10:00:00,物販,600
2020-07-20,11:00:00,カフェ,0
2020-07-20,11:00:00,物販,3000
2020-07-20,12:00:00,イベント,200
2020-07-20,12:00:00,カフェ,800
2020-07-20,12:00:00,入場料,3000
2020-07-20,16:00:00,カフェ,0
2020-07-20,17:00:00,イベント,2400
2020-07-20,17:00:00,カフェ,9600
2020-07-20,17:00:00,入場料,6600
2020-07-21,09:00:00,物販,5770
2020-07-21,10:00:00,入場料,0
2020-07-21,11:00:00,イベント,200
2020-07-21,11:00:00,カフェ,800
2020-07-21,11:00:00,入場料,600
2020-07-21,12:00:00,カフェ,0
2020-07-21,12:00:00,入場料,600
2020-07-21,13:00:00,イベント,200
2020-07-21,13:00:00,カフェ,800
2020-07-21,13:00:00,入場料,0
2020-07-21,14:00:00,イベント,200
2020-07-21,14:00:00,カフェ,800
2020-07-21,14:00:00,入場料,1200
2020-07-21,15:00:00,イベント,400
2020-07-21,15:00:00,カフェ,1600
2020-07-21,16:00:00,イベント,400
2020-07-21,16:00:00,カフェ,1600
2020-07-21,16:00:00,入場料,1000
2020-07-21,17:00:00,イベント,400
2020-07-21,17:00:00,カフェ,1600
2020-07-21,17:00:00,入場料,6600
2020-07-21,17:00:00,物販,1200
2020-07-21,18:00:00,入場料,4800
2020-07-22,10:00:00,イベント,400
2020-07-22,10:00:00,カフェ,1600
2020-07-22,10:00:00,入場料,3000
2020-07-22,11:00:00,イベント,400
2020-07-22,11:00:00,カフェ,1600
2020-07-22,11:00:00,入場料,2400
2020-07-22,12:00:00,カフェ,0
2020-07-22,12:00:00,物販,900
2020-07-22,13:00:00,カフェ,0
2020-07-22,14:00:00,カフェ,0
2020-07-22,14:00:00,入場料,3000
2020-07-22,15:00:00,イベント,600
2020-07-22,15:00:00,カフェ,2400
2020-07-22,15:00:00,入場料,3600
2020-07-22,16:00:00,カフェ,0
2020-07-22,16:00:00,入場料,2400
2020-07-22,19:00:00,イベント,400
2020-07-22,19:00:00,カフェ,1600
2020-07-22,19:00:00,入場料,7600
2020-07-22,19:00:00,物販,1200
2020-07-22,20:00:00,カフェ,800
2020-07-22,20:00:00,入場料,600
2020-07-23,09:00:00,カフェ,0
2020-07-23,09:00:00,入場料,1800
2020-07-23,10:00:00,イベント,400
2020-07-23,10:00:00,カフェ,1600
2020-07-23,10:00:00,入場料,2400
2020-07-23,11:00:00,イベント,400
2020-07-23,11:00:00,カフェ,1600
2020-07-23,11:00:00,入場料,3400
2020-07-23,11:00:00,物販,1000
2020-07-23,12:00:00,イベント,200
2020-07-23,12:00:00,カフェ,800
2020-07-23,12:00:00,入場料,1800
2020-07-23,13:00:00,イベント,200
2020-07-23,13:00:00,カフェ,800
2020-07-23,13:00:00,入場料,3600
2020-07-23,14:00:00,カフェ,0
2020-07-23,14:00:00,入場料,2400
2020-07-23,15:00:00,イベント,400
2020-07-23,15:00:00,カフェ,1600
2020-07-23,15:00:00,入場料,4800
2020-07-23,16:00:00,カフェ,0
2020-07-23,16:00:00,入場料,4600
2020-07-23,17:00:00,イベント,1000
2020-07-23,17:00:00,カフェ,4000
2020-07-23,18:00:00,イベント,600
2020-07-23,18:00:00,カフェ,2400
2020-07-24,09:00:00,イベント,400
2020-07-24,09:00:00,カフェ,1600
2020-07-24,09:00:00,入場料,4200
2020-07-24,10:00:00,イベント,600
2020-07-24,10:00:00,カフェ,2400
2020-07-24,10:00:00,入場料,3000
2020-07-24,10:00:00,物販,1620
2020-07-24,11:00:00,イベント,800
2020-07-24,11:00:00,カフェ,3200
2020-07-24,11:00:00,入場料,9600
2020-07-24,12:00:00,カフェ,0
2020-07-24,12:00:00,入場料,3000
2020-07-24,12:00:00,物販,480
2020-07-24,13:00:00,カフェ,0
2020-07-24,13:00:00,入場料,3600
2020-07-24,14:00:00,カフェ,0
2020-07-24,14:00:00,入場料,0
2020-07-24,15:00:00,カフェ,0
2020-07-24,15:00:00,入場料,4000
2020-07-24,16:00:00,イベント,4400
2020-07-24,16:00:00,カフェ,17600
2020-07-24,16:00:00,入場料,30400
2020-07-24,17:00:00,イベント,8600
2020-07-24,17:00:00,カフェ,34400
2020-07-24,17:00:00,入場料,35500
2020-07-24,17:00:00,物販,300
2020-07-25,09:00:00,イベント,400
2020-07-25,09:00:00,カフェ,1600
2020-07-25,09:00:00,入場料,1200
2020-07-25,10:00:00,カフェ,0
2020-07-25,10:00:00,入場料,1200
2020-07-25,11:00:00,カフェ,0
2020-07-25,12:00:00,イベント,400
2020-07-25,12:00:00,カフェ,1600
2020-07-25,12:00:00,入場料,2400
2020-07-25,13:00:00,イベント,200
2020-07-25,13:00:00,カフェ,800
2020-07-25,13:00:00,入場料,3000
2020-07-25,13:00:00,物販,1200
2020-07-25,14:00:00,カフェ,0
2020-07-25,14:00:00,入場料,100
2020-07-25,15:00:00,カフェ,0
2020-07-25,15:00:00,入場料,2400
2020-07-25,16:00:00,イベント,400
2020-07-25,16:00:00,カフェ,1600
2020-07-25,16:00:00,入場料,3000
2020-07-25,17:00:00,イベント,8800
2020-07-25,17:00:00,カフェ,35200
2020-07-25,17:00:00,入場料,38200
2020-07-25,17:00:00,物販,2100
2020-07-25,18:00:00,イベント,400
2020-07-25,18:00:00,カフェ,1600
2020-07-25,18:00:00,入場料,2400
2020-07-25,18:00:00,物販,50
2020-07-25,22:00:00,イベント,125000
2020-07-26,09:00:00,入場料,2400
2020-07-26,10:00:00,イベント,400
2020-07-26,10:00:00,カフェ,1600
